STAR --genomeDir data/references  --outSAMunmapped Within  --outFilterType BySJout  --outSAMattributes NH HI AS NM MD  --outFilterMultimapNmax 20  --outFilterMismatchNmax 999  --outFilterMismatchNoverLmax 0.04  --alignIntronMin 20  --alignIntronMax 1000000  --alignMatesGapMax 1000000  --alignSJoverhangMin 8  --alignSJDBoverhangMin 1  --sjdbScore 1  --runThreadN 2  --genomeLoad NoSharedMemory  --outSAMtype BAM Unsorted  --quantMode TranscriptomeSAM  --outSAMheaderHD @HD VN:1.4 SO:unsorted  --outFileNamePrefix results/RSEM/HBR2_1/tmp/rsem  --readFilesCommand zcat  --readFilesIn data/trimmed/HBR2_1.fastq.gz 
Dec 17 16:37:27 ..... started STAR run
Dec 17 16:37:27 ..... loading genome
Dec 17 16:37:28 ..... started mapping
Dec 17 16:37:31 ..... finished mapping
Dec 17 16:37:31 ..... finished successfully

rsem-parse-alignments data/references/rsem results/RSEM/HBR2_1/tmp/rsem results/RSEM/HBR2_1/rsem.stat/rsem results/RSEM/HBR2_1/tmp/rsem.bam 1 -tag XM
Done!

rsem-build-read-index 32 1 0 results/RSEM/HBR2_1/tmp/rsem_alignable.fq
Build Index results/RSEM/HBR2_1/tmp/rsem_alignable.fq is Done!

rsem-run-em data/references/rsem 1 results/RSEM/HBR2_1/rsem results/RSEM/HBR2_1/tmp/rsem results/RSEM/HBR2_1/rsem.stat/rsem -p 2 -b results/RSEM/HBR2_1/tmp/rsem.bam 0
Refs.loadRefs finished!
Thread 0 : N = 48918, NHit = 116080
Thread 1 : N = 68902, NHit = 116081
EM_init finished!
estimateFromReads, N0 finished.
estimateFromReads, N1 finished.
ROUND = 1, SUM = 117870, bChange = 891.231, totNum = 4563
ROUND = 47, SUM = 117870, bChange = 0.175394, totNum = 974
ROUND = 48, SUM = 117870, bChange = 0.156851, totNum = 951
ROUND = 49, SUM = 117870, bChange = 0.153826, totNum = 933
ROUND = 50, SUM = 117870, bChange = 0.15135, totNum = 913
ROUND = 51, SUM = 117870, bChange = 0.151416, totNum = 898
ROUND = 52, SUM = 117870, bChange = 0.151475, totNum = 888
ROUND = 53, SUM = 117870, bChange = 0.151529, totNum = 874
ROUND = 54, SUM = 117870, bChange = 0.382181, totNum = 863
ROUND = 55, SUM = 117870, bChange = 0.375941, totNum = 849
ROUND = 56, SUM = 117870, bChange = 0.366185, totNum = 838
ROUND = 57, SUM = 117870, bChange = 0.352145, totNum = 821
ROUND = 58, SUM = 117870, bChange = 0.333148, totNum = 811
ROUND = 59, SUM = 117870, bChange = 0.308831, totNum = 798
ROUND = 60, SUM = 117870, bChange = 0.279409, totNum = 789
ROUND = 61, SUM = 117870, bChange = 0.24587, totNum = 782
ROUND = 62, SUM = 117870, bChange = 0.209975, totNum = 773
ROUND = 63, SUM = 117870, bChange = 0.173953, totNum = 759
ROUND = 64, SUM = 117870, bChange = 0.140005, totNum = 751
ROUND = 65, SUM = 117870, bChange = 0.115059, totNum = 738
ROUND = 66, SUM = 117870, bChange = 0.115064, totNum = 733
ROUND = 67, SUM = 117870, bChange = 0.115068, totNum = 721
ROUND = 68, SUM = 117870, bChange = 0.115071, totNum = 713
ROUND = 69, SUM = 117870, bChange = 0.115074, totNum = 708
ROUND = 70, SUM = 117870, bChange = 0.115077, totNum = 698
ROUND = 71, SUM = 117870, bChange = 0.115079, totNum = 690
ROUND = 72, SUM = 117870, bChange = 0.115081, totNum = 676
ROUND = 73, SUM = 117870, bChange = 0.115083, totNum = 667
ROUND = 74, SUM = 117870, bChange = 0.115085, totNum = 661
ROUND = 75, SUM = 117870, bChange = 0.115086, totNum = 655
ROUND = 76, SUM = 117870, bChange = 0.115087, totNum = 647
ROUND = 77, SUM = 117870, bChange = 0.115088, totNum = 640
ROUND = 78, SUM = 117870, bChange = 0.115089, totNum = 636
ROUND = 79, SUM = 117870, bChange = 0.11509, totNum = 628
ROUND = 80, SUM = 117870, bChange = 0.115091, totNum = 619
ROUND = 81, SUM = 117870, bChange = 0.115091, totNum = 611
ROUND = 82, SUM = 117870, bChange = 0.115092, totNum = 607
ROUND = 83, SUM = 117870, bChange = 0.115092, totNum = 601
ROUND = 84, SUM = 117870, bChange = 0.115093, totNum = 595
ROUND = 85, SUM = 117870, bChange = 0.115093, totNum = 589
ROUND = 86, SUM = 117870, bChange = 0.115093, totNum = 578
ROUND = 87, SUM = 117870, bChange = 0.115093, totNum = 572
ROUND = 88, SUM = 117870, bChange = 0.115093, totNum = 566
ROUND = 89, SUM = 117870, bChange = 0.115093, totNum = 563
ROUND = 90, SUM = 117870, bChange = 0.115093, totNum = 554
ROUND = 91, SUM = 117870, bChange = 0.09553, totNum = 544
ROUND = 92, SUM = 117870, bChange = 0.0926853, totNum = 537
ROUND = 93, SUM = 117870, bChange = 0.0927035, totNum = 530
ROUND = 94, SUM = 117870, bChange = 0.092721, totNum = 525
ROUND = 95, SUM = 117870, bChange = 0.0927379, totNum = 515
ROUND = 96, SUM = 117870, bChange = 0.0927541, totNum = 510
ROUND = 97, SUM = 117870, bChange = 0.0927697, totNum = 503
ROUND = 98, SUM = 117870, bChange = 0.0927848, totNum = 501
ROUND = 99, SUM = 117870, bChange = 0.0927993, totNum = 498
ROUND = 100, SUM = 117870, bChange = 0.0853119, totNum = 495
ROUND = 101, SUM = 117870, bChange = 0.0831278, totNum = 484
ROUND = 102, SUM = 117870, bChange = 0.0831292, totNum = 480
ROUND = 103, SUM = 117870, bChange = 0.0831305, totNum = 477
ROUND = 104, SUM = 117870, bChange = 0.0831317, totNum = 475
ROUND = 105, SUM = 117870, bChange = 0.083133, totNum = 470
ROUND = 106, SUM = 117870, bChange = 0.0831341, totNum = 467
ROUND = 107, SUM = 117870, bChange = 0.0831353, totNum = 460
ROUND = 108, SUM = 117870, bChange = 0.0831364, totNum = 454
ROUND = 109, SUM = 117870, bChange = 0.0831375, totNum = 448
ROUND = 110, SUM = 117870, bChange = 0.0831385, totNum = 443
ROUND = 111, SUM = 117870, bChange = 0.0831395, totNum = 439
ROUND = 112, SUM = 117870, bChange = 0.0831405, totNum = 428
ROUND = 113, SUM = 117870, bChange = 0.0831414, totNum = 421
ROUND = 114, SUM = 117870, bChange = 0.0831424, totNum = 420
ROUND = 115, SUM = 117870, bChange = 0.0831432, totNum = 417
ROUND = 116, SUM = 117870, bChange = 0.0831441, totNum = 412
ROUND = 117, SUM = 117870, bChange = 0.0831449, totNum = 407
ROUND = 118, SUM = 117870, bChange = 0.0831458, totNum = 406
ROUND = 119, SUM = 117870, bChange = 0.0831465, totNum = 405
ROUND = 120, SUM = 117870, bChange = 0.0831473, totNum = 400
ROUND = 121, SUM = 117870, bChange = 0.0831481, totNum = 398
ROUND = 122, SUM = 117870, bChange = 0.0831488, totNum = 394
ROUND = 123, SUM = 117870, bChange = 0.0831495, totNum = 392
ROUND = 124, SUM = 117870, bChange = 0.0631604, totNum = 388
ROUND = 125, SUM = 117870, bChange = 0.0631631, totNum = 383
ROUND = 126, SUM = 117870, bChange = 0.0631657, totNum = 380
ROUND = 127, SUM = 117870, bChange = 0.0631682, totNum = 378
ROUND = 128, SUM = 117870, bChange = 0.0631706, totNum = 375
ROUND = 129, SUM = 117870, bChange = 0.0631729, totNum = 371
ROUND = 130, SUM = 117870, bChange = 0.0631751, totNum = 368
ROUND = 131, SUM = 117870, bChange = 0.0599326, totNum = 363
ROUND = 132, SUM = 117870, bChange = 0.0599334, totNum = 358
ROUND = 133, SUM = 117870, bChange = 0.0599342, totNum = 357
ROUND = 134, SUM = 117870, bChange = 0.0599349, totNum = 352
ROUND = 135, SUM = 117870, bChange = 0.0599356, totNum = 351
ROUND = 136, SUM = 117870, bChange = 0.0599362, totNum = 349
ROUND = 137, SUM = 117870, bChange = 0.0599368, totNum = 346
ROUND = 138, SUM = 117870, bChange = 0.0599374, totNum = 341
ROUND = 139, SUM = 117870, bChange = 0.0599379, totNum = 340
ROUND = 140, SUM = 117870, bChange = 0.0599384, totNum = 337
ROUND = 141, SUM = 117870, bChange = 0.0599389, totNum = 331
ROUND = 142, SUM = 117870, bChange = 0.0599393, totNum = 325
ROUND = 143, SUM = 117870, bChange = 0.0599398, totNum = 325
ROUND = 144, SUM = 117870, bChange = 0.0599402, totNum = 320
ROUND = 145, SUM = 117870, bChange = 0.0599405, totNum = 317
ROUND = 146, SUM = 117870, bChange = 0.0599409, totNum = 313
ROUND = 147, SUM = 117870, bChange = 0.0599412, totNum = 310
ROUND = 148, SUM = 117870, bChange = 0.0599415, totNum = 307
ROUND = 149, SUM = 117870, bChange = 0.0594572, totNum = 304
ROUND = 150, SUM = 117870, bChange = 0.054886, totNum = 304
ROUND = 151, SUM = 117870, bChange = 0.0548883, totNum = 302
ROUND = 152, SUM = 117870, bChange = 0.0548904, totNum = 299
ROUND = 153, SUM = 117870, bChange = 0.0548925, totNum = 298
ROUND = 154, SUM = 117870, bChange = 0.0548945, totNum = 296
ROUND = 155, SUM = 117870, bChange = 0.0518236, totNum = 291
ROUND = 156, SUM = 117870, bChange = 0.0518231, totNum = 290
ROUND = 157, SUM = 117870, bChange = 0.0518226, totNum = 290
ROUND = 158, SUM = 117870, bChange = 0.0518221, totNum = 289
ROUND = 159, SUM = 117870, bChange = 0.0518216, totNum = 285
ROUND = 160, SUM = 117870, bChange = 0.0518212, totNum = 283
ROUND = 161, SUM = 117870, bChange = 0.0518208, totNum = 280
ROUND = 162, SUM = 117870, bChange = 0.0518204, totNum = 279
ROUND = 163, SUM = 117870, bChange = 0.05182, totNum = 277
ROUND = 164, SUM = 117870, bChange = 0.0518197, totNum = 273
ROUND = 165, SUM = 117870, bChange = 0.0518193, totNum = 270
ROUND = 166, SUM = 117870, bChange = 0.051819, totNum = 270
ROUND = 167, SUM = 117870, bChange = 0.0518187, totNum = 267
ROUND = 168, SUM = 117870, bChange = 0.0518184, totNum = 264
ROUND = 169, SUM = 117870, bChange = 0.0518181, totNum = 261
ROUND = 170, SUM = 117870, bChange = 0.0518179, totNum = 258
ROUND = 171, SUM = 117870, bChange = 0.0518176, totNum = 257
ROUND = 172, SUM = 117870, bChange = 0.0518174, totNum = 254
ROUND = 173, SUM = 117870, bChange = 0.0518172, totNum = 251
ROUND = 174, SUM = 117870, bChange = 0.051817, totNum = 248
ROUND = 175, SUM = 117870, bChange = 0.0518168, totNum = 245
ROUND = 176, SUM = 117870, bChange = 0.0444444, totNum = 242
ROUND = 177, SUM = 117870, bChange = 0.0444446, totNum = 240
ROUND = 178, SUM = 117870, bChange = 0.0444448, totNum = 238
ROUND = 179, SUM = 117870, bChange = 0.044445, totNum = 236
ROUND = 180, SUM = 117870, bChange = 0.0444452, totNum = 234
ROUND = 181, SUM = 117870, bChange = 0.0444454, totNum = 230
ROUND = 182, SUM = 117870, bChange = 0.0444455, totNum = 229
ROUND = 183, SUM = 117870, bChange = 0.0444457, totNum = 227
ROUND = 184, SUM = 117870, bChange = 0.0444458, totNum = 226
ROUND = 185, SUM = 117870, bChange = 0.044446, totNum = 224
ROUND = 186, SUM = 117870, bChange = 0.0444461, totNum = 223
ROUND = 187, SUM = 117870, bChange = 0.0444463, totNum = 223
ROUND = 188, SUM = 117870, bChange = 0.0444464, totNum = 222
ROUND = 189, SUM = 117870, bChange = 0.0444465, totNum = 221
ROUND = 190, SUM = 117870, bChange = 0.0444466, totNum = 219
ROUND = 191, SUM = 117870, bChange = 0.0444467, totNum = 217
ROUND = 192, SUM = 117870, bChange = 0.0444468, totNum = 217
ROUND = 193, SUM = 117870, bChange = 0.0444469, totNum = 216
ROUND = 194, SUM = 117870, bChange = 0.044447, totNum = 216
ROUND = 195, SUM = 117870, bChange = 0.0444471, totNum = 215
ROUND = 196, SUM = 117870, bChange = 0.0444472, totNum = 213
ROUND = 197, SUM = 117870, bChange = 0.0444473, totNum = 210
ROUND = 198, SUM = 117870, bChange = 0.0444474, totNum = 209
ROUND = 199, SUM = 117870, bChange = 0.0444475, totNum = 207
ROUND = 200, SUM = 117870, bChange = 0.0444475, totNum = 205
ROUND = 201, SUM = 117870, bChange = 0.0444476, totNum = 201
ROUND = 202, SUM = 117870, bChange = 0.0444477, totNum = 200
ROUND = 203, SUM = 117870, bChange = 0.0444477, totNum = 199
ROUND = 204, SUM = 117870, bChange = 0.0444478, totNum = 199
ROUND = 205, SUM = 117870, bChange = 0.0444479, totNum = 199
ROUND = 206, SUM = 117870, bChange = 0.0444479, totNum = 197
ROUND = 207, SUM = 117870, bChange = 0.044448, totNum = 197
ROUND = 208, SUM = 117870, bChange = 0.044448, totNum = 195
ROUND = 209, SUM = 117870, bChange = 0.0444481, totNum = 193
ROUND = 210, SUM = 117870, bChange = 0.0444481, totNum = 190
ROUND = 211, SUM = 117870, bChange = 0.0444482, totNum = 190
ROUND = 212, SUM = 117870, bChange = 0.0444482, totNum = 189
ROUND = 213, SUM = 117870, bChange = 0.0444482, totNum = 189
ROUND = 214, SUM = 117870, bChange = 0.0444483, totNum = 189
ROUND = 215, SUM = 117870, bChange = 0.0444483, totNum = 188
ROUND = 216, SUM = 117870, bChange = 0.0444484, totNum = 187
ROUND = 217, SUM = 117870, bChange = 0.0444484, totNum = 185
ROUND = 218, SUM = 117870, bChange = 0.0444484, totNum = 184
ROUND = 219, SUM = 117870, bChange = 0.0444485, totNum = 184
ROUND = 220, SUM = 117870, bChange = 0.0444485, totNum = 183
ROUND = 221, SUM = 117870, bChange = 0.0444485, totNum = 183
ROUND = 222, SUM = 117870, bChange = 0.0444485, totNum = 182
ROUND = 223, SUM = 117870, bChange = 0.0444486, totNum = 181
ROUND = 224, SUM = 117870, bChange = 0.0444486, totNum = 181
ROUND = 225, SUM = 117870, bChange = 0.0444486, totNum = 181
ROUND = 226, SUM = 117870, bChange = 0.0444486, totNum = 179
ROUND = 227, SUM = 117870, bChange = 0.0444487, totNum = 176
ROUND = 228, SUM = 117870, bChange = 0.0444487, totNum = 176
ROUND = 229, SUM = 117870, bChange = 0.0394372, totNum = 175
ROUND = 230, SUM = 117870, bChange = 0.0394374, totNum = 175
ROUND = 231, SUM = 117870, bChange = 0.0394375, totNum = 175
ROUND = 232, SUM = 117870, bChange = 0.0394376, totNum = 174
ROUND = 233, SUM = 117870, bChange = 0.0394377, totNum = 173
ROUND = 234, SUM = 117870, bChange = 0.0394378, totNum = 170
ROUND = 235, SUM = 117870, bChange = 0.0394379, totNum = 168
ROUND = 236, SUM = 117870, bChange = 0.039438, totNum = 165
ROUND = 237, SUM = 117870, bChange = 0.0386543, totNum = 163
ROUND = 238, SUM = 117870, bChange = 0.0387697, totNum = 161
ROUND = 239, SUM = 117870, bChange = 0.0388845, totNum = 160
ROUND = 240, SUM = 117870, bChange = 0.0389986, totNum = 160
ROUND = 241, SUM = 117870, bChange = 0.0391121, totNum = 160
ROUND = 242, SUM = 117870, bChange = 0.039225, totNum = 160
ROUND = 243, SUM = 117870, bChange = 0.0393372, totNum = 159
ROUND = 244, SUM = 117870, bChange = 0.0394488, totNum = 158
ROUND = 245, SUM = 117870, bChange = 0.0395598, totNum = 156
ROUND = 246, SUM = 117870, bChange = 0.0396702, totNum = 155
ROUND = 247, SUM = 117870, bChange = 0.0397799, totNum = 154
ROUND = 248, SUM = 117870, bChange = 0.039889, totNum = 154
ROUND = 249, SUM = 117870, bChange = 0.0399975, totNum = 154
ROUND = 250, SUM = 117870, bChange = 0.0401054, totNum = 152
ROUND = 251, SUM = 117870, bChange = 0.0402126, totNum = 152
ROUND = 252, SUM = 117870, bChange = 0.0403192, totNum = 150
ROUND = 253, SUM = 117870, bChange = 0.0404252, totNum = 149
ROUND = 254, SUM = 117870, bChange = 0.0405306, totNum = 148
ROUND = 255, SUM = 117870, bChange = 0.0319627, totNum = 146
ROUND = 256, SUM = 117870, bChange = 0.0319631, totNum = 146
ROUND = 257, SUM = 117870, bChange = 0.0319635, totNum = 142
ROUND = 258, SUM = 117870, bChange = 0.0319639, totNum = 142
ROUND = 259, SUM = 117870, bChange = 0.0319642, totNum = 142
ROUND = 260, SUM = 117870, bChange = 0.0319646, totNum = 142
ROUND = 261, SUM = 117870, bChange = 0.0319649, totNum = 141
ROUND = 262, SUM = 117870, bChange = 0.0319652, totNum = 141
ROUND = 263, SUM = 117870, bChange = 0.0319655, totNum = 141
ROUND = 264, SUM = 117870, bChange = 0.0319658, totNum = 141
ROUND = 265, SUM = 117870, bChange = 0.0319661, totNum = 140
ROUND = 266, SUM = 117870, bChange = 0.0319664, totNum = 138
ROUND = 267, SUM = 117870, bChange = 0.0319667, totNum = 138
ROUND = 268, SUM = 117870, bChange = 0.0319669, totNum = 138
ROUND = 269, SUM = 117870, bChange = 0.0319672, totNum = 137
ROUND = 270, SUM = 117870, bChange = 0.0319674, totNum = 136
ROUND = 271, SUM = 117870, bChange = 0.0319677, totNum = 135
ROUND = 272, SUM = 117870, bChange = 0.0319679, totNum = 135
ROUND = 273, SUM = 117870, bChange = 0.0319681, totNum = 135
ROUND = 274, SUM = 117870, bChange = 0.0319683, totNum = 135
ROUND = 275, SUM = 117870, bChange = 0.0319686, totNum = 133
ROUND = 276, SUM = 117870, bChange = 0.0302876, totNum = 132
ROUND = 277, SUM = 117870, bChange = 0.0302878, totNum = 132
ROUND = 278, SUM = 117870, bChange = 0.0302881, totNum = 130
ROUND = 279, SUM = 117870, bChange = 0.0302884, totNum = 130
ROUND = 280, SUM = 117870, bChange = 0.0302886, totNum = 130
ROUND = 281, SUM = 117870, bChange = 0.0302888, totNum = 130
ROUND = 282, SUM = 117870, bChange = 0.0302891, totNum = 129
ROUND = 283, SUM = 117870, bChange = 0.0302893, totNum = 128
ROUND = 284, SUM = 117870, bChange = 0.0302895, totNum = 128
ROUND = 285, SUM = 117870, bChange = 0.029185, totNum = 126
ROUND = 286, SUM = 117870, bChange = 0.0291851, totNum = 126
ROUND = 287, SUM = 117870, bChange = 0.0291851, totNum = 126
ROUND = 288, SUM = 117870, bChange = 0.0291851, totNum = 126
ROUND = 289, SUM = 117870, bChange = 0.0291852, totNum = 126
ROUND = 290, SUM = 117870, bChange = 0.0291852, totNum = 126
ROUND = 291, SUM = 117870, bChange = 0.0291853, totNum = 126
ROUND = 292, SUM = 117870, bChange = 0.0291853, totNum = 125
ROUND = 293, SUM = 117870, bChange = 0.0291854, totNum = 124
ROUND = 294, SUM = 117870, bChange = 0.0291854, totNum = 124
ROUND = 295, SUM = 117870, bChange = 0.0291854, totNum = 124
ROUND = 296, SUM = 117870, bChange = 0.0291855, totNum = 124
ROUND = 297, SUM = 117870, bChange = 0.0291855, totNum = 124
ROUND = 298, SUM = 117870, bChange = 0.0291855, totNum = 123
ROUND = 299, SUM = 117870, bChange = 0.0291856, totNum = 123
ROUND = 300, SUM = 117870, bChange = 0.0291856, totNum = 122
ROUND = 301, SUM = 117870, bChange = 0.0291857, totNum = 122
ROUND = 302, SUM = 117870, bChange = 0.0291857, totNum = 121
ROUND = 303, SUM = 117870, bChange = 0.0291857, totNum = 120
ROUND = 304, SUM = 117870, bChange = 0.0291857, totNum = 120
ROUND = 305, SUM = 117870, bChange = 0.0291858, totNum = 120
ROUND = 306, SUM = 117870, bChange = 0.0291858, totNum = 119
ROUND = 307, SUM = 117870, bChange = 0.0291858, totNum = 118
ROUND = 308, SUM = 117870, bChange = 0.0291859, totNum = 118
ROUND = 309, SUM = 117870, bChange = 0.0291859, totNum = 118
ROUND = 310, SUM = 117870, bChange = 0.0291859, totNum = 118
ROUND = 311, SUM = 117870, bChange = 0.0291859, totNum = 117
ROUND = 312, SUM = 117870, bChange = 0.029186, totNum = 117
ROUND = 313, SUM = 117870, bChange = 0.029186, totNum = 117
ROUND = 314, SUM = 117870, bChange = 0.029186, totNum = 116
ROUND = 315, SUM = 117870, bChange = 0.029186, totNum = 116
ROUND = 316, SUM = 117870, bChange = 0.0291861, totNum = 115
ROUND = 317, SUM = 117870, bChange = 0.0291861, totNum = 114
ROUND = 318, SUM = 117870, bChange = 0.0291861, totNum = 114
ROUND = 319, SUM = 117870, bChange = 0.0291861, totNum = 113
ROUND = 320, SUM = 117870, bChange = 0.0291862, totNum = 113
ROUND = 321, SUM = 117870, bChange = 0.0291862, totNum = 112
ROUND = 322, SUM = 117870, bChange = 0.0291862, totNum = 111
ROUND = 323, SUM = 117870, bChange = 0.0291862, totNum = 110
ROUND = 324, SUM = 117870, bChange = 0.0291862, totNum = 109
ROUND = 325, SUM = 117870, bChange = 0.0291862, totNum = 106
ROUND = 326, SUM = 117870, bChange = 0.0291863, totNum = 105
ROUND = 327, SUM = 117870, bChange = 0.0291863, totNum = 105
ROUND = 328, SUM = 117870, bChange = 0.0291863, totNum = 104
ROUND = 329, SUM = 117870, bChange = 0.0291863, totNum = 104
ROUND = 330, SUM = 117870, bChange = 0.0291863, totNum = 104
ROUND = 331, SUM = 117870, bChange = 0.0291864, totNum = 104
ROUND = 332, SUM = 117870, bChange = 0.0291864, totNum = 103
ROUND = 333, SUM = 117870, bChange = 0.0291864, totNum = 103
ROUND = 334, SUM = 117870, bChange = 0.0291864, totNum = 102
ROUND = 335, SUM = 117870, bChange = 0.0291864, totNum = 102
ROUND = 336, SUM = 117870, bChange = 0.0291864, totNum = 102
ROUND = 337, SUM = 117870, bChange = 0.0291864, totNum = 101
ROUND = 338, SUM = 117870, bChange = 0.0291865, totNum = 100
ROUND = 339, SUM = 117870, bChange = 0.0291865, totNum = 100
ROUND = 340, SUM = 117870, bChange = 0.0291865, totNum = 99
ROUND = 341, SUM = 117870, bChange = 0.0291865, totNum = 99
ROUND = 342, SUM = 117870, bChange = 0.0245663, totNum = 98
ROUND = 343, SUM = 117870, bChange = 0.0240397, totNum = 96
ROUND = 344, SUM = 117870, bChange = 0.0240399, totNum = 96
ROUND = 345, SUM = 117870, bChange = 0.02404, totNum = 96
ROUND = 346, SUM = 117870, bChange = 0.0240401, totNum = 95
ROUND = 347, SUM = 117870, bChange = 0.0240403, totNum = 95
ROUND = 348, SUM = 117870, bChange = 0.0240404, totNum = 95
ROUND = 349, SUM = 117870, bChange = 0.0240405, totNum = 95
ROUND = 350, SUM = 117870, bChange = 0.0240406, totNum = 95
ROUND = 351, SUM = 117870, bChange = 0.0240407, totNum = 95
ROUND = 352, SUM = 117870, bChange = 0.0240409, totNum = 95
ROUND = 353, SUM = 117870, bChange = 0.024041, totNum = 95
ROUND = 354, SUM = 117870, bChange = 0.0240411, totNum = 95
ROUND = 355, SUM = 117870, bChange = 0.0240412, totNum = 95
ROUND = 356, SUM = 117870, bChange = 0.0240413, totNum = 95
ROUND = 357, SUM = 117870, bChange = 0.0240414, totNum = 94
ROUND = 358, SUM = 117870, bChange = 0.0240415, totNum = 94
ROUND = 359, SUM = 117870, bChange = 0.0240416, totNum = 94
ROUND = 360, SUM = 117870, bChange = 0.0240417, totNum = 93
ROUND = 361, SUM = 117870, bChange = 0.0240418, totNum = 93
ROUND = 362, SUM = 117870, bChange = 0.0240419, totNum = 91
ROUND = 363, SUM = 117870, bChange = 0.024042, totNum = 90
